21:23:39: Edge Data
21:23:39: ---------
21:23:39: Triangle 0 = {indexSet=0, vertexSet=0, v0=18, v1=1, v2=17}
  v0=197, 
  v1=180, 
  degenerate=false 
}
21:23:39: Edge 524 = {
  tri0=343, 
  tri1=376, 
  v0=196, 
  v1=197, 
  degenerate=false 
}
21:23:39: Edge 525 = {
  tri0=344, 
  tri1=345, 
  v0=197, 
  v1=181, 
  degenerate=false 
}
21:23:39: Edge 526 = {
  tri0=345, 
  tri1=346, 
  v0=198, 
  v1=181, 
  degenerate=false 
}
21:23:39: Edge 527 = {
  tri0=345, 
  tri1=378, 
  v0=197, 
  v1=198, 
  degenerate=false 
}
21:23:39: Edge 528 = {
  tri0=346, 
  tri1=347, 
  v0=198, 
  v1=182, 
  degenerate=false 
}
21:23:39: Edge 529 = {
  tri0=347, 
  tri1=348, 
  v0=199, 
  v1=182, 
  degenerate=false 
}
21:23:39: Edge 530 = {
  tri0=347, 
  tri1=380, 
  v0=198, 
  v1=199, 
  degenerate=false 
}
21:23:39: Edge 531 = {
  tri0=348, 
  tri1=349, 
  v0=199, 
  v1=183, 
  degenerate=false 
}
21:23:39: Edge 532 = {
  tri0=349, 
  tri1=350, 
  v0=200, 
  v1=183, 
  degenerate=false 
}
21:23:39: Edge 533 = {
  tri0=349, 
  tri1=382, 
  v0=199, 
  v1=200, 
  degenerate=false 
}
21:23:39: Edge 534 = {
  tri0=350, 
  tri1=351, 
  v0=200, 
  v1=184, 
  degenerate=false 
}
21:23:39: Edge 535 = {
  tri0=351, 
  tri1=352, 
  v0=201, 
  v1=184, 
  degenerate=false 
}
21:23:39: Edge 536 = {
  tri0=351, 
  tri1=384, 
  v0=200, 
  v1=201, 
  degenerate=false 
}
21:23:39: Edge 537 = {
  tri0=352, 
  tri1=353, 
  v0=201, 
  v1=185, 
  degenerate=false 
}
21:23:39: Edge 538 = {
  tri0=353, 
  tri1=354, 
  v0=202, 
  v1=185, 
  degenerate=false 
}
21:23:39: Edge 539 = {
  tri0=353, 
  tri1=386, 
  v0=201, 
  v1=202, 
  degenerate=false 
}
21:23:39: Edge 540 = {
  tri0=354, 
  tri1=355, 
  v0=202, 
  v1=186, 
  degenerate=false 
}
21:23:39: Edge 541 = {
  tri0=355, 
  tri1=356, 
  v0=203, 
  v1=186, 
  degenerate=false 
}
21:23:39: Edge 542 = {
  tri0=355, 
  tri1=388, 
  v0=202, 
  v1=203, 
  degenerate=false 
}
21:23:39: Edge 543 = {
  tri0=356, 
  tri1=357, 
  v0=203, 
  v1=187, 
  degenerate=false 
}
21:23:39: Edge 544 = {
  tri0=357, 
  tri1=358, 
  v0=204, 
  v1=187, 
  degenerate=false 
}
21:23:39: Edge 545 = {
  tri0=357, 
  tri1=390, 
  v0=203, 
  v1=204, 
  degenerate=false 
}
21:23:39: Edge 546 = {
  tri0=358, 
  tri1=359, 
  v0=204, 
  v1=188, 
  degenerate=false 
}
21:23:39: Edge 547 = {
  tri0=359, 
  tri1=360, 
  v0=205, 
  v1=188, 
  degenerate=false 
}
21:23:39: Edge 548 = {
  tri0=359, 
  tri1=392, 
  v0=204, 
  v1=205, 
  degenerate=false 
}
21:23:39: Edge 549 = {
  tri0=360, 
  tri1=361, 
  v0=205, 
  v1=189, 
  degenerate=false 
}
21:23:39: Edge 550 = {
  tri0=361, 
  tri1=362, 
  v0=206, 
  v1=189, 
  degenerate=false 
}
21:23:39: Edge 551 = {
  tri0=361, 
  tri1=394, 
  v0=205, 
  v1=206, 
  degenerate=false 
}
21:23:39: Edge 552 = {
  tri0=362, 
  tri1=363, 
  v0=206, 
  v1=190, 
  degenerate=false 
}
21:23:39: Edge 553 = {
  tri0=363, 
  tri1=364, 
  v0=207, 
  v1=190, 
  degenerate=false 
}
21:23:39: Edge 554 = {
  tri0=363, 
  tri1=396, 
  v0=206, 
  v1=207, 
  degenerate=false 
}
21:23:39: Edge 555 = {
  tri0=364, 
  tri1=365, 
  v0=207, 
  v1=191, 
  degenerate=false 
}
21:23:39: Edge 556 = {
  tri0=365, 
  tri1=366, 
  v0=208, 
  v1=191, 
  degenerate=false 
}
21:23:39: Edge 557 = {
  tri0=365, 
  tri1=398, 
  v0=207, 
  v1=208, 
  degenerate=false 
}
21:23:39: Edge 558 = {
  tri0=366, 
  tri1=367, 
  v0=208, 
  v1=192, 
  degenerate=false 
}
21:23:39: Edge 559 = {
  tri0=367, 
  tri1=368, 
  v0=209, 
  v1=192, 
  degenerate=false 
}
21:23:39: Edge 560 = {
  tri0=367, 
  tri1=400, 
  v0=208, 
  v1=209, 
  degenerate=false 
}
21:23:39: Edge 561 = {
  tri0=368, 
  tri1=369, 
  v0=209, 
  v1=193, 
  degenerate=false 
}
21:23:39: Edge 562 = {
  tri0=369, 
  tri1=370, 
  v0=210, 
  v1=193, 
  degenerate=false 
}
21:23:39: Edge 563 = {
  tri0=369, 
  tri1=402, 
  v0=209, 
  v1=210, 
  degenerate=false 
}
21:23:39: Edge 564 = {
  tri0=370, 
  tri1=371, 
  v0=210, 
  v1=194, 
  degenerate=false 
}
21:23:39: Edge 565 = {
  tri0=371, 
  tri1=372, 
  v0=211, 
  v1=194, 
  degenerate=false 
}
21:23:39: Edge 566 = {
  tri0=371, 
  tri1=404, 
  v0=210, 
  v1=211, 
  degenerate=false 
}
21:23:39: Edge 567 = {
  tri0=372, 
  tri1=373, 
  v0=211, 
  v1=195, 
  degenerate=false 
}
21:23:39: Edge 568 = {
  tri0=373, 
  tri1=374, 
  v0=212, 
  v1=195, 
  degenerate=false 
}
21:23:39: Edge 569 = {
  tri0=373, 
  tri1=406, 
  v0=211, 
  v1=212, 
  degenerate=false 
}
21:23:39: Edge 570 = {
  tri0=374, 
  tri1=375, 
  v0=212, 
  v1=196, 
  degenerate=false 
}
21:23:39: Edge 571 = {
  tri0=375, 
  tri1=376, 
  v0=213, 
  v1=196, 
  degenerate=false 
}
21:23:39: Edge 572 = {
  tri0=375, 
  tri1=408, 
  v0=212, 
  v1=213, 
  degenerate=false 
}
21:23:39: Edge 573 = {
  tri0=376, 
  tri1=377, 
  v0=213, 
  v1=197, 
  degenerate=false 
}
21:23:39: Edge 574 = {
  tri0=377, 
  tri1=378, 
  v0=214, 
  v1=197, 
  degenerate=false 
}
21:23:39: Edge 575 = {
  tri0=377, 
  tri1=410, 
  v0=213, 
  v1=214, 
  degenerate=false 
}
21:23:39: Edge 576 = {
  tri0=378, 
  tri1=379, 
  v0=214, 
  v1=198, 
  degenerate=false 
}
21:23:39: Edge 577 = {
  tri0=379, 
  tri1=380, 
  v0=215, 
  v1=198, 
  degenerate=false 
}
21:23:39: Edge 578 = {
  tri0=379, 
  tri1=412, 
  v0=214, 
  v1=215, 
  degenerate=false 
}
21:23:39: Edge 579 = {
  tri0=380, 
  tri1=381, 
  v0=215, 
  v1=199, 
  degenerate=false 
}
21:23:39: Edge 580 = {
  tri0=381, 
  tri1=382, 
  v0=216, 
  v1=199, 
  degenerate=false 
}
21:23:39: Edge 581 = {
  tri0=381, 
  tri1=414, 
  v0=215, 
  v1=216, 
  degenerate=false 
}
21:23:39: Edge 582 = {
  tri0=382, 
  tri1=383, 
  v0=216, 
  v1=200, 
  degenerate=false 
}
21:23:39: Edge 583 = {
  tri0=383, 
  tri1=384, 
  v0=217, 
  v1=200, 
  degenerate=false 
}
21:23:39: Edge 584 = {
  tri0=383, 
  tri1=416, 
  v0=216, 
  v1=217, 
  degenerate=false 
}
21:23:39: Edge 585 = {
  tri0=384, 
  tri1=385, 
  v0=217, 
  v1=201, 
  degenerate=false 
}
21:23:39: Edge 586 = {
  tri0=385, 
  tri1=386, 
  v0=218, 
  v1=201, 
  degenerate=false 
}
21:23:39: Edge 587 = {
  tri0=385, 
  tri1=418, 
  v0=217, 
  v1=218, 
  degenerate=false 
}
21:23:39: Edge 588 = {
  tri0=386, 
  tri1=387, 
  v0=218, 
  v1=202, 
  degenerate=false 
}
21:23:39: Edge 589 = {
  tri0=387, 
  tri1=388, 
  v0=219, 
  v1=202, 
  degenerate=false 
}
21:23:39: Edge 590 = {
  tri0=387, 
  tri1=420, 
  v0=218, 
  v1=219, 
  degenerate=false 
}
21:23:39: Edge 591 = {
  tri0=388, 
  tri1=389, 
  v0=219, 
  v1=203, 
  degenerate=false 
}
21:23:39: Edge 592 = {
  tri0=389, 
  tri1=390, 
  v0=220, 
  v1=203, 
  degenerate=false 
}
21:23:39: Edge 593 = {
  tri0=389, 
  tri1=422, 
  v0=219, 
  v1=220, 
  degenerate=false 
}
21:23:39: Edge 594 = {
  tri0=390, 
  tri1=391, 
  v0=220, 
  v1=204, 
  degenerate=false 
}
21:23:39: Edge 595 = {
  tri0=391, 
  tri1=392, 
  v0=221, 
  v1=204, 
  degenerate=false 
}
21:23:39: Edge 596 = {
  tri0=391, 
  tri1=424, 
  v0=220, 
  v1=221, 
  degenerate=false 
}
21:23:39: Edge 597 = {
  tri0=392, 
  tri1=393, 
  v0=221, 
  v1=205, 
  degenerate=false 
}
21:23:39: Edge 598 = {
  tri0=393, 
  tri1=394, 
  v0=222, 
  v1=205, 
  degenerate=false 
}
21:23:39: Edge 599 = {
  tri0=393, 
  tri1=426, 
  v0=221, 
  v1=222, 
  degenerate=false 
}
21:23:39: Edge 600 = {
  tri0=394, 
  tri1=395, 
  v0=222, 
  v1=206, 
  degenerate=false 
}
21:23:39: Edge 601 = {
  tri0=395, 
  tri1=396, 
  v0=223, 
  v1=206, 
  degenerate=false 
}
21:23:39: Edge 602 = {
  tri0=395, 
  tri1=428, 
  v0=222, 
  v1=223, 
  degenerate=false 
}
21:23:39: Edge 603 = {
  tri0=396, 
  tri1=397, 
  v0=223, 
  v1=207, 
  degenerate=false 
}
21:23:39: Edge 604 = {
  tri0=397, 
  tri1=398, 
  v0=224, 
  v1=207, 
  degenerate=false 
}
21:23:39: Edge 605 = {
  tri0=397, 
  tri1=430, 
  v0=223, 
  v1=224, 
  degenerate=false 
}
21:23:39: Edge 606 = {
  tri0=398, 
  tri1=399, 
  v0=224, 
  v1=208, 
  degenerate=false 
}
21:23:39: Edge 607 = {
  tri0=399, 
  tri1=400, 
  v0=225, 
  v1=208, 
  degenerate=false 
}
21:23:39: Edge 608 = {
  tri0=399, 
  tri1=432, 
  v0=224, 
  v1=225, 
  degenerate=false 
}
21:23:39: Edge 609 = {
  tri0=400, 
  tri1=401, 
  v0=225, 
  v1=209, 
  degenerate=false 
}
21:23:39: Edge 610 = {
  tri0=401, 
  tri1=402, 
  v0=226, 
  v1=209, 
  degenerate=false 
}
21:23:39: Edge 611 = {
  tri0=401, 
  tri1=434, 
  v0=225, 
  v1=226, 
  degenerate=false 
}
21:23:39: Edge 612 = {
  tri0=402, 
  tri1=403, 
  v0=226, 
  v1=210, 
  degenerate=false 
}
21:23:39: Edge 613 = {
  tri0=403, 
  tri1=404, 
  v0=227, 
  v1=210, 
  degenerate=false 
}
21:23:39: Edge 614 = {
  tri0=403, 
  tri1=436, 
  v0=226, 
  v1=227, 
  degenerate=false 
}
21:23:39: Edge 615 = {
  tri0=404, 
  tri1=405, 
  v0=227, 
  v1=211, 
  degenerate=false 
}
21:23:39: Edge 616 = {
  tri0=405, 
  tri1=406, 
  v0=228, 
  v1=211, 
  degenerate=false 
}
21:23:39: Edge 617 = {
  tri0=405, 
  tri1=438, 
  v0=227, 
  v1=228, 
  degenerate=false 
}
21:23:39: Edge 618 = {
  tri0=406, 
  tri1=407, 
  v0=228, 
  v1=212, 
  degenerate=false 
}
21:23:39: Edge 619 = {
  tri0=407, 
  tri1=408, 
  v0=229, 
  v1=212, 
  degenerate=false 
}
21:23:39: Edge 620 = {
  tri0=407, 
  tri1=440, 
  v0=228, 
  v1=229, 
  degenerate=false 
}
21:23:39: Edge 621 = {
  tri0=408, 
  tri1=409, 
  v0=229, 
  v1=213, 
  degenerate=false 
}
21:23:39: Edge 622 = {
  tri0=409, 
  tri1=410, 
  v0=230, 
  v1=213, 
  degenerate=false 
}
21:23:39: Edge 623 = {
  tri0=409, 
  tri1=442, 
  v0=229, 
  v1=230, 
  degenerate=false 
}
21:23:39: Edge 624 = {
  tri0=410, 
  tri1=411, 
  v0=230, 
  v1=214, 
  degenerate=false 
}
21:23:39: Edge 625 = {
  tri0=411, 
  tri1=412, 
  v0=231, 
  v1=214, 
  degenerate=false 
}
21:23:39: Edge 626 = {
  tri0=411, 
  tri1=444, 
  v0=230, 
  v1=231, 
  degenerate=false 
}
21:23:39: Edge 627 = {
  tri0=412, 
  tri1=413, 
  v0=231, 
  v1=215, 
  degenerate=false 
}
21:23:39: Edge 628 = {
  tri0=413, 
  tri1=414, 
  v0=232, 
  v1=215, 
  degenerate=false 
}
21:23:39: Edge 629 = {
  tri0=413, 
  tri1=446, 
  v0=231, 
  v1=232, 
  degenerate=false 
}
21:23:39: Edge 630 = {
  tri0=414, 
  tri1=415, 
  v0=232, 
  v1=216, 
  degenerate=false 
}
21:23:39: Edge 631 = {
  tri0=415, 
  tri1=416, 
  v0=233, 
  v1=216, 
  degenerate=false 
}
21:23:39: Edge 632 = {
  tri0=415, 
  tri1=448, 
  v0=232, 
  v1=233, 
  degenerate=false 
}
21:23:39: Edge 633 = {
  tri0=416, 
  tri1=417, 
  v0=233, 
  v1=217, 
  degenerate=false 
}
21:23:39: Edge 634 = {
  tri0=417, 
  tri1=418, 
  v0=234, 
  v1=217, 
  degenerate=false 
}
21:23:39: Edge 635 = {
  tri0=417, 
  tri1=450, 
  v0=233, 
  v1=234, 
  degenerate=false 
}
21:23:39: Edge 636 = {
  tri0=418, 
  tri1=419, 
  v0=234, 
  v1=218, 
  degenerate=false 
}
21:23:39: Edge 637 = {
  tri0=419, 
  tri1=420, 
  v0=235, 
  v1=218, 
  degenerate=false 
}
21:23:39: Edge 638 = {
  tri0=419, 
  tri1=452, 
  v0=234, 
  v1=235, 
  degenerate=false 
}
21:23:39: Edge 639 = {
  tri0=420, 
  tri1=421, 
  v0=235, 
  v1=219, 
  degenerate=false 
}
21:23:39: Edge 640 = {
  tri0=421, 
  tri1=422, 
  v0=236, 
  v1=219, 
  degenerate=false 
}
21:23:39: Edge 641 = {
  tri0=421, 
  tri1=454, 
  v0=235, 
  v1=236, 
  degenerate=false 
}
21:23:39: Edge 642 = {
  tri0=422, 
  tri1=423, 
  v0=236, 
  v1=220, 
  degenerate=false 
}
21:23:39: Edge 643 = {
  tri0=423, 
  tri1=424, 
  v0=237, 
  v1=220, 
  degenerate=false 
}
21:23:39: Edge 644 = {
  tri0=423, 
  tri1=456, 
  v0=236, 
  v1=237, 
  degenerate=false 
}
21:23:39: Edge 645 = {
  tri0=424, 
  tri1=425, 
  v0=237, 
  v1=221, 
  degenerate=false 
}
21:23:39: Edge 646 = {
  tri0=425, 
  tri1=426, 
  v0=238, 
  v1=221, 
  degenerate=false 
}
21:23:39: Edge 647 = {
  tri0=425, 
  tri1=458, 
  v0=237, 
  v1=238, 
  degenerate=false 
}
21:23:39: Edge 648 = {
  tri0=426, 
  tri1=427, 
  v0=238, 
  v1=222, 
  degenerate=false 
}
21:23:39: Edge 649 = {
  tri0=427, 
  tri1=428, 
  v0=239, 
  v1=222, 
  degenerate=false 
}
21:23:39: Edge 650 = {
  tri0=427, 
  tri1=460, 
  v0=238, 
  v1=239, 
  degenerate=false 
}
21:23:39: Edge 651 = {
  tri0=428, 
  tri1=429, 
  v0=239, 
  v1=223, 
  degenerate=false 
}
21:23:39: Edge 652 = {
  tri0=429, 
  tri1=430, 
  v0=240, 
  v1=223, 
  degenerate=false 
}
21:23:39: Edge 653 = {
  tri0=429, 
  tri1=462, 
  v0=239, 
  v1=240, 
  degenerate=false 
}
21:23:39: Edge 654 = {
  tri0=430, 
  tri1=431, 
  v0=240, 
  v1=224, 
  degenerate=false 
}
21:23:39: Edge 655 = {
  tri0=431, 
  tri1=432, 
  v0=241, 
  v1=224, 
  degenerate=false 
}
21:23:39: Edge 656 = {
  tri0=431, 
  tri1=464, 
  v0=240, 
  v1=241, 
  degenerate=false 
}
21:23:39: Edge 657 = {
  tri0=432, 
  tri1=433, 
  v0=241, 
  v1=225, 
  degenerate=false 
}
21:23:39: Edge 658 = {
  tri0=433, 
  tri1=434, 
  v0=242, 
  v1=225, 
  degenerate=false 
}
21:23:39: Edge 659 = {
  tri0=433, 
  tri1=466, 
  v0=241, 
  v1=242, 
  degenerate=false 
}
21:23:39: Edge 660 = {
  tri0=434, 
  tri1=435, 
  v0=242, 
  v1=226, 
  degenerate=false 
}
21:23:39: Edge 661 = {
  tri0=435, 
  tri1=436, 
  v0=243, 
  v1=226, 
  degenerate=false 
}
21:23:39: Edge 662 = {
  tri0=435, 
  tri1=468, 
  v0=242, 
  v1=243, 
  degenerate=false 
}
21:23:39: Edge 663 = {
  tri0=436, 
  tri1=437, 
  v0=243, 
  v1=227, 
  degenerate=false 
}
21:23:39: Edge 664 = {
  tri0=437, 
  tri1=438, 
  v0=244, 
  v1=227, 
  degenerate=false 
}
21:23:39: Edge 665 = {
  tri0=437, 
  tri1=470, 
  v0=243, 
  v1=244, 
  degenerate=false 
}
21:23:39: Edge 666 = {
  tri0=438, 
  tri1=439, 
  v0=244, 
  v1=228, 
  degenerate=false 
}
21:23:39: Edge 667 = {
  tri0=439, 
  tri1=440, 
  v0=245, 
  v1=228, 
  degenerate=false 
}
21:23:39: Edge 668 = {
  tri0=439, 
  tri1=472, 
  v0=244, 
  v1=245, 
  degenerate=false 
}
21:23:39: Edge 669 = {
  tri0=440, 
  tri1=441, 
  v0=245, 
  v1=229, 
  degenerate=false 
}
21:23:39: Edge 670 = {
  tri0=441, 
  tri1=442, 
  v0=246, 
  v1=229, 
  degenerate=false 
}
21:23:39: Edge 671 = {
  tri0=441, 
  tri1=474, 
  v0=245, 
  v1=246, 
  degenerate=false 
}
21:23:39: Edge 672 = {
  tri0=442, 
  tri1=443, 
  v0=246, 
  v1=230, 
  degenerate=false 
}
21:23:39: Edge 673 = {
  tri0=443, 
  tri1=444, 
  v0=247, 
  v1=230, 
  degenerate=false 
}
21:23:39: Edge 674 = {
  tri0=443, 
  tri1=476, 
  v0=246, 
  v1=247, 
  degenerate=false 
}
21:23:39: Edge 675 = {
  tri0=444, 
  tri1=445, 
  v0=247, 
  v1=231, 
  degenerate=false 
}
21:23:39: Edge 676 = {
  tri0=445, 
  tri1=446, 
  v0=248, 
  v1=231, 
  degenerate=false 
}
21:23:39: Edge 677 = {
  tri0=445, 
  tri1=478, 
  v0=247, 
  v1=248, 
  degenerate=false 
}
21:23:39: Edge 678 = {
  tri0=446, 
  tri1=447, 
  v0=248, 
  v1=232, 
  degenerate=false 
}
21:23:39: Edge 679 = {
  tri0=447, 
  tri1=448, 
  v0=249, 
  v1=232, 
  degenerate=false 
}
21:23:39: Edge 680 = {
  tri0=447, 
  tri1=480, 
  v0=248, 
  v1=249, 
  degenerate=false 
}
21:23:39: Edge 681 = {
  tri0=448, 
  tri1=449, 
  v0=249, 
  v1=233, 
  degenerate=false 
}
21:23:39: Edge 682 = {
  tri0=449, 
  tri1=450, 
  v0=250, 
  v1=233, 
  degenerate=false 
}
21:23:39: Edge 683 = {
  tri0=449, 
  tri1=482, 
  v0=249, 
  v1=250, 
  degenerate=false 
}
21:23:39: Edge 684 = {
  tri0=450, 
  tri1=451, 
  v0=250, 
  v1=234, 
  degenerate=false 
}
21:23:39: Edge 685 = {
  tri0=451, 
  tri1=452, 
  v0=251, 
  v1=234, 
  degenerate=false 
}
21:23:39: Edge 686 = {
  tri0=451, 
  tri1=484, 
  v0=250, 
  v1=251, 
  degenerate=false 
}
21:23:39: Edge 687 = {
  tri0=452, 
  tri1=453, 
  v0=251, 
  v1=235, 
  degenerate=false 
}
21:23:39: Edge 688 = {
  tri0=453, 
  tri1=454, 
  v0=252, 
  v1=235, 
  degenerate=false 
}
21:23:39: Edge 689 = {
  tri0=453, 
  tri1=486, 
  v0=251, 
  v1=252, 
  degenerate=false 
}
21:23:39: Edge 690 = {
  tri0=454, 
  tri1=455, 
  v0=252, 
  v1=236, 
  degenerate=false 
}
21:23:39: Edge 691 = {
  tri0=455, 
  tri1=456, 
  v0=253, 
  v1=236, 
  degenerate=false 
}
21:23:39: Edge 692 = {
  tri0=455, 
  tri1=488, 
  v0=252, 
  v1=253, 
  degenerate=false 
}
21:23:39: Edge 693 = {
  tri0=456, 
  tri1=457, 
  v0=253, 
  v1=237, 
  degenerate=false 
}
21:23:39: Edge 694 = {
  tri0=457, 
  tri1=458, 
  v0=254, 
  v1=237, 
  degenerate=false 
}
21:23:39: Edge 695 = {
  tri0=457, 
  tri1=490, 
  v0=253, 
  v1=254, 
  degenerate=false 
}
21:23:39: Edge 696 = {
  tri0=458, 
  tri1=459, 
  v0=254, 
  v1=238, 
  degenerate=false 
}
21:23:39: Edge 697 = {
  tri0=459, 
  tri1=460, 
  v0=255, 
  v1=238, 
  degenerate=false 
}
21:23:39: Edge 698 = {
  tri0=459, 
  tri1=492, 
  v0=254, 
  v1=255, 
  degenerate=false 
}
21:23:39: Edge 699 = {
  tri0=460, 
  tri1=461, 
  v0=255, 
  v1=239, 
  degenerate=false 
}
21:23:39: Edge 700 = {
  tri0=461, 
  tri1=462, 
  v0=256, 
  v1=239, 
  degenerate=false 
}
21:23:39: Edge 701 = {
  tri0=461, 
  tri1=494, 
  v0=255, 
  v1=256, 
  degenerate=false 
}
21:23:39: Edge 702 = {
  tri0=462, 
  tri1=463, 
  v0=256, 
  v1=240, 
  degenerate=false 
}
21:23:39: Edge 703 = {
  tri0=463, 
  tri1=464, 
  v0=257, 
  v1=240, 
  degenerate=false 
}
21:23:39: Edge 704 = {
  tri0=463, 
  tri1=496, 
  v0=256, 
  v1=257, 
  degenerate=false 
}
21:23:39: Edge 705 = {
  tri0=464, 
  tri1=465, 
  v0=257, 
  v1=241, 
  degenerate=false 
}
21:23:39: Edge 706 = {
  tri0=465, 
  tri1=466, 
  v0=258, 
  v1=241, 
  degenerate=false 
}
21:23:39: Edge 707 = {
  tri0=465, 
  tri1=498, 
  v0=257, 
  v1=258, 
  degenerate=false 
}
21:23:39: Edge 708 = {
  tri0=466, 
  tri1=467, 
  v0=258, 
  v1=242, 
  degenerate=false 
}
21:23:39: Edge 709 = {
  tri0=467, 
  tri1=468, 
  v0=259, 
  v1=242, 
  degenerate=false 
}
21:23:39: Edge 710 = {
  tri0=467, 
  tri1=500, 
  v0=258, 
  v1=259, 
  degenerate=false 
}
21:23:39: Edge 711 = {
  tri0=468, 
  tri1=469, 
  v0=259, 
  v1=243, 
  degenerate=false 
}
21:23:39: Edge 712 = {
  tri0=469, 
  tri1=470, 
  v0=260, 
  v1=243, 
  degenerate=false 
}
21:23:39: Edge 713 = {
  tri0=469, 
  tri1=502, 
  v0=259, 
  v1=260, 
  degenerate=false 
}
21:23:39: Edge 714 = {
  tri0=470, 
  tri1=471, 
  v0=260, 
  v1=244, 
  degenerate=false 
}
21:23:39: Edge 715 = {
  tri0=471, 
  tri1=472, 
  v0=261, 
  v1=244, 
  degenerate=false 
}
21:23:39: Edge 716 = {
  tri0=471, 
  tri1=504, 
  v0=260, 
  v1=261, 
  degenerate=false 
}
21:23:39: Edge 717 = {
  tri0=472, 
  tri1=473, 
  v0=261, 
  v1=245, 
  degenerate=false 
}
21:23:39: Edge 718 = {
  tri0=473, 
  tri1=474, 
  v0=262, 
  v1=245, 
  degenerate=false 
}
21:23:39: Edge 719 = {
  tri0=473, 
  tri1=506, 
  v0=261, 
  v1=262, 
  degenerate=false 
}
21:23:39: Edge 720 = {
  tri0=474, 
  tri1=475, 
  v0=262, 
  v1=246, 
  degenerate=false 
}
21:23:39: Edge 721 = {
  tri0=475, 
  tri1=476, 
  v0=263, 
  v1=246, 
  degenerate=false 
}
21:23:39: Edge 722 = {
  tri0=475, 
  tri1=508, 
  v0=262, 
  v1=263, 
  degenerate=false 
}
21:23:39: Edge 723 = {
  tri0=476, 
  tri1=477, 
  v0=263, 
  v1=247, 
  degenerate=false 
}
21:23:39: Edge 724 = {
  tri0=477, 
  tri1=478, 
  v0=264, 
  v1=247, 
  degenerate=false 
}
21:23:39: Edge 725 = {
  tri0=477, 
  tri1=510, 
  v0=263, 
  v1=264, 
  degenerate=false 
}
21:23:39: Edge 726 = {
  tri0=478, 
  tri1=479, 
  v0=264, 
  v1=248, 
  degenerate=false 
}
21:23:39: Edge 727 = {
  tri0=479, 
  tri1=480, 
  v0=265, 
  v1=248, 
  degenerate=false 
}
21:23:39: Edge 728 = {
  tri0=479, 
  tri1=512, 
  v0=264, 
  v1=265, 
  degenerate=false 
}
21:23:39: Edge 729 = {
  tri0=480, 
  tri1=481, 
  v0=265, 
  v1=249, 
  degenerate=false 
}
21:23:39: Edge 730 = {
  tri0=481, 
  tri1=482, 
  v0=266, 
  v1=249, 
  degenerate=false 
}
21:23:39: Edge 731 = {
  tri0=481, 
  tri1=514, 
  v0=265, 
  v1=266, 
  degenerate=false 
}
21:23:39: Edge 732 = {
  tri0=482, 
  tri1=483, 
  v0=266, 
  v1=250, 
  degenerate=false 
}
21:23:39: Edge 733 = {
  tri0=483, 
  tri1=484, 
  v0=267, 
  v1=250, 
  degenerate=false 
}
21:23:39: Edge 734 = {
  tri0=483, 
  tri1=516, 
  v0=266, 
  v1=267, 
  degenerate=false 
}
21:23:39: Edge 735 = {
  tri0=484, 
  tri1=485, 
  v0=267, 
  v1=251, 
  degenerate=false 
}
21:23:39: Edge 736 = {
  tri0=485, 
  tri1=486, 
  v0=268, 
  v1=251, 
  degenerate=false 
}
21:23:39: Edge 737 = {
  tri0=485, 
  tri1=518, 
  v0=267, 
  v1=268, 
  degenerate=false 
}
21:23:39: Edge 738 = {
  tri0=486, 
  tri1=487, 
  v0=268, 
  v1=252, 
  degenerate=false 
}
21:23:39: Edge 739 = {
  tri0=487, 
  tri1=488, 
  v0=269, 
  v1=252, 
  degenerate=false 
}
21:23:39: Edge 740 = {
  tri0=487, 
  tri1=520, 
  v0=268, 
  v1=269, 
  degenerate=false 
}
21:23:39: Edge 741 = {
  tri0=488, 
  tri1=489, 
  v0=269, 
  v1=253, 
  degenerate=false 
}
21:23:39: Edge 742 = {
  tri0=489, 
  tri1=490, 
  v0=270, 
  v1=253, 
  degenerate=false 
}
21:23:39: Edge 743 = {
  tri0=489, 
  tri1=522, 
  v0=269, 
  v1=270, 
  degenerate=false 
}
21:23:39: Edge 744 = {
  tri0=490, 
  tri1=491, 
  v0=270, 
  v1=254, 
  degenerate=false 
}
21:23:39: Edge 745 = {
  tri0=491, 
  tri1=492, 
  v0=271, 
  v1=254, 
  degenerate=false 
}
21:23:39: Edge 746 = {
  tri0=491, 
  tri1=524, 
  v0=270, 
  v1=271, 
  degenerate=false 
}
21:23:39: Edge 747 = {
  tri0=492, 
  tri1=493, 
  v0=271, 
  v1=255, 
  degenerate=false 
}
21:23:39: Edge 748 = {
  tri0=493, 
  tri1=494, 
  v0=272, 
  v1=255, 
  degenerate=false 
}
21:23:39: Edge 749 = {
  tri0=493, 
  tri1=526, 
  v0=271, 
  v1=272, 
  degenerate=false 
}
21:23:39: Edge 750 = {
  tri0=494, 
  tri1=495, 
  v0=272, 
  v1=256, 
  degenerate=false 
}
21:23:39: Edge 751 = {
  tri0=495, 
  tri1=496, 
  v0=273, 
  v1=256, 
  degenerate=false 
}
21:23:39: Edge 752 = {
  tri0=495, 
  tri1=4294967295, 
  v0=272, 
  v1=273, 
  degenerate=true 
}
21:23:39: Edge 753 = {
  tri0=496, 
  tri1=497, 
  v0=273, 
  v1=257, 
  degenerate=false 
}
21:23:39: Edge 754 = {
  tri0=497, 
  tri1=498, 
  v0=274, 
  v1=257, 
  degenerate=false 
}
21:23:39: Edge 755 = {
  tri0=497, 
  tri1=4294967295, 
